Diagnosis Year,Cancer type,Gender,Stage,Age At Diagnosis,Years Since Diagnosis,Patients,Survival (%)
2015-2019,Liver,Persons,All stages combined,15-44,4,175,42
2015-2019,Liver,Persons,All stages combined,45-54,4,500,23.7
2015-2019,Liver,Persons,All stages combined,55-64,4,1222,20.7
2015-2019,Liver,Persons,All stages combined,65-74,4,1675,16.6
2015-2019,Liver,Persons,All stages combined,75-99,4,2069,7.8
2015-2019,Liver,Persons,All stages combined,All ages,4,5641,15.8
2015-2019,Liver,Persons,All stages combined,All ages,4,5641,15.6
2015-2019,Liver,Persons,All stages combined,15-44,5,175,37.2
2015-2019,Liver,Persons,All stages combined,45-54,5,500,20.6
2015-2019,Liver,Persons,All stages combined,55-64,5,1222,17.8
2015-2019,Liver,Persons,All stages combined,65-74,5,1675,14.1
2015-2019,Liver,Persons,All stages combined,75-99,5,2069,5.5
2015-2019,Liver,Persons,All stages combined,All ages,5,5641,13.2
2015-2019,Liver,Persons,All stages combined,All ages,5,5641,12.7
2015-2019,Liver,Persons,All stages combined,15-44,1,128,49.7
2015-2019,Liver,Persons,All stages combined,45-54,1,375,46.6
2015-2019,Liver,Persons,All stages combined,55-64,1,1035,46.9
2015-2019,Liver,Persons,All stages combined,65-74,1,1574,40.9
2015-2019,Liver,Persons,All stages combined,75-99,1,2151,25.7
2015-2019,Liver,Persons,All stages combined,All ages,1,5263,36.5
2015-2019,Liver,Persons,All stages combined,All ages,1,5263,38
2015-2019,Liver,Persons,All stages combined,15-44,2,128,39.1
2015-2019,Liver,Persons,All stages combined,45-54,2,375,37
2015-2019,Liver,Persons,All stages combined,55-64,2,1035,33.6
2015-2019,Liver,Persons,All stages combined,65-74,2,1574,27.6
2015-2019,Liver,Persons,All stages combined,75-99,2,2151,15.7
2015-2019,Liver,Persons,All stages combined,All ages,2,5263,24.9
2015-2019,Liver,Persons,All stages combined,All ages,2,5263,26
2015-2019,Liver,Persons,All stages combined,15-44,3,128,34.4
2015-2019,Liver,Persons,All stages combined,45-54,3,375,32.3
2015-2019,Liver,Persons,All stages combined,55-64,3,1035,26.6
2015-2019,Liver,Persons,All stages combined,65-74,3,1574,21.5
2015-2019,Liver,Persons,All stages combined,75-99,3,2151,10.3
2015-2019,Liver,Persons,All stages combined,All ages,3,5263,19
2015-2019,Liver,Persons,All stages combined,All ages,3,5263,19.8
2015-2019,Liver,Persons,All stages combined,15-44,4,128,27.2
2015-2019,Liver,Persons,All stages combined,45-54,4,375,27.2
2015-2019,Liver,Persons,All stages combined,55-64,4,1035,21.6
2015-2019,Liver,Persons,All stages combined,65-74,4,1574,16.2
2015-2019,Liver,Persons,All stages combined,75-99,4,2151,8.3
2015-2019,Liver,Persons,All stages combined,All ages,4,5263,15.2
2015-2019,Liver,Persons,All stages combined,All ages,4,5263,15.7
2015-2019,Liver,Persons,All stages combined,55-64,5,1035,19.5
2015-2019,Liver,Persons,All stages combined,65-74,5,1574,14
2015-2019,Liver,Persons,All stages combined,75-99,5,2151,6.6
2015-2019,Liver,Persons,All stages combined,All ages,5,5263,13
2015-2019,Liver,Persons,All stages combined,All ages,5,5263,13.5
2015-2019,Liver,Persons,All stages combined,15-44,1,99,62.3
2015-2019,Liver,Persons,All stages combined,45-54,1,306,52.8
2015-2019,Liver,Persons,All stages combined,55-64,1,858,48.8
2015-2019,Liver,Persons,All stages combined,65-74,1,1593,41.9
2015-2019,Liver,Persons,All stages combined,75-99,1,2291,27.1
2015-2019,Liver,Persons,All stages combined,All ages,1,5147,37.5
2015-2019,Liver,Persons,All stages combined,All ages,1,5147,40.4
2015-2019,Liver,Persons,All stages combined,15-44,2,99,49.9
2015-2019,Liver,Persons,All stages combined,45-54,2,306,35.3
2015-2019,Liver,Persons,All stages combined,55-64,2,858,35.1
2015-2019,Liver,Persons,All stages combined,65-74,2,1593,28.8
2015-2019,Liver,Persons,All stages combined,75-99,2,2291,15.6
2015-2019,Liver,Persons,All stages combined,All ages,2,5147,24.7
2015-2019,Liver,Persons,All stages combined,All ages,2,5147,26.9
2015-2019,Liver,Persons,All stages combined,15-44,3,99,43
2015-2019,Liver,Persons,All stages combined,45-54,3,306,27.4
2015-2019,Liver,Persons,All stages combined,55-64,3,858,27.6
2015-2019,Liver,Persons,All stages combined,65-74,3,1593,21.9
2015-2019,Liver,Persons,All stages combined,75-99,3,2291,9.9
2015-2019,Liver,Persons,All stages combined,All ages,3,5147,18.2
2015-2019,Liver,Persons,All stages combined,All ages,3,5147,19.8
2015-2019,Liver,Persons,All stages combined,55-64,4,858,23.7
2015-2019,Liver,Persons,All stages combined,65-74,4,1593,17.4
2015-2019,Liver,Persons,All stages combined,75-99,4,2291,7.3
2015-2019,Liver,Persons,All stages combined,All ages,4,5147,14.9
2015-2019,Liver,Persons,All stages combined,All ages,4,5147,16.2
2015-2019,Liver,Persons,All stages combined,55-64,5,858,21.5
2015-2019,Liver,Persons,All stages combined,65-74,5,1593,13
2015-2019,Liver,Persons,All stages combined,75-99,5,2291,6.1
2015-2019,Liver,Persons,All stages combined,All ages,5,5147,12.6
2015-2019,Liver,Persons,All stages combined,15-44,1,96,51.1
2015-2019,Liver,Persons,All stages combined,45-54,1,238,53.3
2015-2019,Liver,Persons,All stages combined,55-64,1,762,46.5
2015-2019,Liver,Persons,All stages combined,65-74,1,1580,43.5
2015-2019,Liver,Persons,All stages combined,75-99,1,2331,29.7
2015-2019,Liver,Persons,All stages combined,All ages,1,5007,38.1
2015-2019,Liver,Persons,All stages combined,All ages,1,5007,41
2015-2019,Liver,Persons,All stages combined,15-44,2,96,43.6
2015-2019,Liver,Persons,All stages combined,45-54,2,238,38
2015-2019,Liver,Persons,All stages combined,55-64,2,762,30.3
2015-2019,Liver,Persons,All stages combined,65-74,2,1580,27.6
2015-2019,Liver,Persons,All stages combined,75-99,2,2331,17.3
2015-2019,Liver,Persons,All stages combined,All ages,2,5007,24.1
2015-2019,Liver,Persons,All stages combined,All ages,2,5007,26.5
2015-2019,Liver,Persons,All stages combined,15-44,3,96,36.8
2015-2019,Liver,Persons,All stages combined,45-54,3,238,26
2015-2019,Liver,Persons,All stages combined,55-64,3,762,23.5
2015-2019,Liver,Persons,All stages combined,65-74,3,1580,20.6
2015-2019,Liver,Persons,All stages combined,75-99,3,2331,11.2
2015-2019,Liver,Persons,All stages combined,All ages,3,5007,17.2
2015-2019,Liver,Persons,All stages combined,All ages,3,5007,19.1
2015-2019,Liver,Persons,All stages combined,55-64,4,762,20
2015-2019,Liver,Persons,All stages combined,65-74,4,1580,16.3
2015-2019,Liver,Persons,All stages combined,75-99,4,2331,7.6
2015-2019,Liver,Persons,All stages combined,All ages,4,5007,13.6
2015-2019,Liver,Persons,All stages combined,All ages,4,5007,15.1
2015-2019,Liver,Persons,All stages combined,55-64,5,762,18.3
2015-2019,Liver,Persons,All stages combined,65-74,5,1580,13.2
2015-2019,Liver,Persons,All stages combined,75-99,5,2331,6.3
2015-2019,Liver,Persons,All stages combined,All ages,5,5007,11.5
2015-2019,Liver,Persons,All stages combined,All ages,5,5007,12.8
2015-2019,Liver,Persons,All stages combined,15-44,1,80,63.8
2015-2019,Liver,Persons,All stages combined,45-54,1,206,58
2015-2019,Liver,Persons,All stages combined,55-64,1,668,50.2
2015-2019,Liver,Persons,All stages combined,65-74,1,1395,42.3
2015-2019,Liver,Persons,All stages combined,75-99,1,2152,28.2
2015-2019,Liver,Persons,All stages combined,All ages,1,4501,37.8
2015-2019,Liver,Persons,All stages combined,All ages,1,4501,41.8
2015-2019,Liver,Persons,All stages combined,15-44,2,80,48.1
2015-2019,Liver,Persons,All stages combined,45-54,2,206,39.7
2015-2019,Liver,Persons,All stages combined,55-64,2,668,35
2015-2019,Liver,Persons,All stages combined,65-74,2,1395,26.8
2015-2019,Liver,Persons,All stages combined,75-99,2,2152,16
2015-2019,Liver,Persons,All stages combined,All ages,2,4501,23.8
2015-2019,Liver,Persons,All stages combined,All ages,2,4501,26.8
2015-2019,Liver,Persons,All stages combined,15-44,3,80,41.5
2015-2019,Liver,Persons,All stages combined,45-54,3,206,34.3
2015-2019,Liver,Persons,All stages combined,55-64,3,668,27.4
2015-2019,Liver,Persons,All stages combined,65-74,3,1395,19.5
2015-2019,Liver,Persons,All stages combined,75-99,3,2152,9.6
2015-2019,Liver,Persons,All stages combined,All ages,3,4501,17.1
2015-2019,Liver,Persons,All stages combined,All ages,3,4501,19.4
2015-2019,Liver,Persons,All stages combined,55-64,4,668,21.6
2015-2019,Liver,Persons,All stages combined,65-74,4,1395,16.2
2015-2019,Liver,Persons,All stages combined,75-99,4,2152,6.3
2015-2019,Liver,Persons,All stages combined,All ages,4,4501,13.3
2015-2019,Liver,Persons,All stages combined,All ages,4,4501,15
2015-2019,Liver,Persons,All stages combined,55-64,5,668,18.3
2015-2019,Liver,Persons,All stages combined,65-74,5,1395,15
2015-2019,Liver,Persons,All stages combined,All ages,5,4501,11
2015-2019,Liver,Persons,1,15-44,1,47,95.8
2015-2019,Liver,Persons,1,45-54,1,190,84.4
2015-2019,Liver,Persons,1,55-64,1,487,83.3
2015-2019,Liver,Persons,1,65-74,1,748,82.2
2015-2019,Liver,Persons,1,75-99,1,690,64.5
2015-2019,Liver,Persons,1,All ages,1,2162,77.3
2015-2019,Liver,Persons,1,All ages,1,2162,77.9
2015-2019,Liver,Persons,1,55-64,2,487,70.4
2015-2019,Liver,Persons,1,65-74,2,748,65.9
2015-2019,Liver,Persons,1,75-99,2,690,47.3
2015-2019,Liver,Persons,1,All ages,2,2162,62.8
2015-2019,Liver,Persons,1,All ages,2,2162,63.3
2015-2019,Liver,Persons,1,55-64,3,487,60.7
2015-2019,Liver,Persons,1,65-74,3,748,55.7
2015-2019,Liver,Persons,1,75-99,3,690,35.8
2015-2019,Liver,Persons,1,All ages,3,2162,52.7
2015-2019,Liver,Persons,1,All ages,3,2162,52.7
2015-2019,Liver,Persons,1,55-64,4,487,55.8
2015-2019,Liver,Persons,1,65-74,4,748,48.8
2015-2019,Liver,Persons,1,75-99,4,690,31.3
2015-2019,Liver,Persons,1,All ages,4,2162,47.3
2015-2019,Liver,Persons,1,All ages,4,2162,47.3
2015-2019,Liver,Persons,1,55-64,5,487,52.4
2015-2019,Liver,Persons,1,65-74,5,748,43.8
2015-2019,Liver,Persons,1,75-99,5,690,24
2015-2019,Liver,Persons,1,All ages,5,2162,42.2
2015-2019,Liver,Persons,1,All ages,5,2162,41.4
2015-2019,Liver,Persons,2,15-44,1,59,88
2015-2019,Liver,Persons,2,45-54,1,191,75.5
2015-2019,Liver,Persons,2,55-64,1,523,75
2015-2019,Liver,Persons,2,65-74,1,804,74.9
2015-2019,Liver,Persons,2,75-99,1,761,59.3
2015-2019,Liver,Persons,2,All ages,1,2338,70.2
2015-2019,Liver,Persons,2,All ages,1,2338,70.9
2015-2019,Liver,Persons,2,15-44,2,59,79.1
2015-2019,Liver,Persons,2,45-54,2,191,63.3
2015-2019,Liver,Persons,2,55-64,2,523,59.7
2015-2019,Liver,Persons,2,65-74,2,804,56
2015-2019,Liver,Persons,2,75-99,2,761,37.5
2015-2019,Liver,Persons,2,All ages,2,2338,52
2015-2019,Liver,Persons,2,All ages,2,2338,52.6
2015-2019,Liver,Persons,2,15-44,3,59,75.2
2015-2019,Liver,Persons,2,45-54,3,191,54.6
2015-2019,Liver,Persons,2,55-64,3,523,49
2015-2019,Liver,Persons,2,65-74,3,804,46.5
2015-2019,Liver,Persons,2,75-99,3,761,26
2015-2019,Liver,Persons,2,All ages,3,2338,41.9
2015-2019,Liver,Persons,2,All ages,3,2338,41.9
2015-2019,Liver,Persons,2,15-44,4,59,69.5
2015-2019,Liver,Persons,2,45-54,4,191,45.4
2015-2019,Liver,Persons,2,55-64,4,523,42.8
2015-2019,Liver,Persons,2,65-74,4,804,36.4
2015-2019,Liver,Persons,2,75-99,4,761,19.5
2015-2019,Liver,Persons,2,All ages,4,2338,34.1
2015-2019,Liver,Persons,2,All ages,4,2338,33.9
2015-2019,Liver,Persons,2,55-64,5,523,41.7
2015-2019,Liver,Persons,2,65-74,5,804,32.7
2015-2019,Liver,Persons,2,75-99,5,761,15.7
2015-2019,Liver,Persons,2,All ages,5,2338,31.3
2015-2019,Liver,Persons,3,15-44,1,56,53.6
2015-2019,Liver,Persons,3,45-54,1,130,44
2015-2019,Liver,Persons,3,55-64,1,419,46.9
2015-2019,Liver,Persons,3,65-74,1,768,42
2015-2019,Liver,Persons,3,75-99,1,974,31.2
2015-2019,Liver,Persons,3,All ages,1,2347,38.8
2015-2019,Liver,Persons,3,All ages,1,2347,40.4
2015-2019,Liver,Persons,3,15-44,2,56,43.7
2015-2019,Liver,Persons,3,45-54,2,130,24.5
2015-2019,Liver,Persons,3,55-64,2,419,29.1
2015-2019,Liver,Persons,3,65-74,2,768,24.4
2015-2019,Liver,Persons,3,75-99,2,974,15.5
2015-2019,Liver,Persons,3,All ages,2,2347,22
2015-2019,Liver,Persons,3,All ages,2,2347,23.2
2015-2019,Liver,Persons,3,55-64,3,419,20
2015-2019,Liver,Persons,3,65-74,3,768,14.7
2015-2019,Liver,Persons,3,75-99,3,974,9
2015-2019,Liver,Persons,3,All ages,3,2347,14.1
2015-2019,Liver,Persons,3,All ages,3,2347,15
2015-2019,Liver,Persons,3,55-64,4,419,15.8
2015-2019,Liver,Persons,3,65-74,4,768,11.5
2015-2019,Liver,Persons,3,75-99,4,974,6.3
2015-2019,Liver,Persons,3,All ages,4,2347,11
2015-2019,Liver,Persons,3,All ages,4,2347,11.8
2015-2019,Liver,Persons,3,55-64,5,419,12.5
2015-2019,Liver,Persons,3,65-74,5,768,9.6
2015-2019,Liver,Persons,3,All ages,5,2347,9.1
2015-2019,Liver,Persons,4,15-44,1,187,33.9
2015-2019,Liver,Persons,4,45-54,1,486,30.3
2015-2019,Liver,Persons,4,55-64,1,1265,23.4
2015-2019,Liver,Persons,4,65-74,1,2180,19.1
2015-2019,Liver,Persons,4,75-99,1,2706,11.4
2015-2019,Liver,Persons,4,All ages,1,6824,18
2015-2019,Liver,Persons,4,All ages,1,6824,18.9
2015-2019,Liver,Persons,4,15-44,2,187,21.9
2015-2019,Liver,Persons,4,45-54,2,486,14
2015-2019,Liver,Persons,4,55-64,2,1265,9.9
2015-2019,Liver,Persons,4,65-74,2,2180,7.8
2015-2019,Liver,Persons,4,75-99,2,2706,4.5
2015-2019,Liver,Persons,4,All ages,2,6824,7.8
2015-2019,Liver,Persons,4,All ages,2,6824,8.1
2015-2019,Liver,Persons,4,15-44,3,187,15.1
2015-2019,Liver,Persons,4,45-54,3,486,9.4
2015-2019,Liver,Persons,4,55-64,3,1265,6.1
2015-2019,Liver,Persons,4,65-74,3,2180,4.3
2015-2019,Liver,Persons,4,75-99,3,2706,2.6
2015-2019,Liver,Persons,4,All ages,3,6824,4.6
2015-2019,Liver,Persons,4,All ages,3,6824,4.8
2015-2019,Liver,Persons,4,55-64,4,1265,3.7
2015-2019,Liver,Persons,4,65-74,4,2180,3.4
2015-2019,Liver,Persons,4,75-99,4,2706,1.6
2015-2019,Liver,Persons,4,All ages,4,6824,3.2
2015-2019,Liver,Persons,4,All ages,4,6824,3.3
2015-2019,Liver,Persons,4,65-74,5,2180,2.5
2015-2019,Liver,Persons,4,All ages,5,6824,2.4
2015-2019,Liver,Persons,All stages combined,15-44,1,578,56.1
2015-2019,Liver,Persons,All stages combined,45-54,1,1625,49.8
2015-2019,Liver,Persons,All stages combined,55-64,1,4545,47.2
2015-2019,Liver,Persons,All stages combined,65-74,1,7817,41.7
2015-2019,Liver,Persons,All stages combined,75-99,1,10994,28
2015-2019,Liver,Persons,All stages combined,All ages,1,25559,37.6
2015-2019,Liver,Persons,All stages combined,All ages,1,25559,39.9
2015-2019,Liver,Persons,All stages combined,15-44,2,578,46.2
2015-2019,Liver,Persons,All stages combined,45-54,2,1625,35.6
2015-2019,Liver,Persons,All stages combined,55-64,2,4545,33.1
2015-2019,Liver,Persons,All stages combined,65-74,2,7817,27.5
2015-2019,Liver,Persons,All stages combined,75-99,2,10994,16.1
2015-2019,Liver,Persons,All stages combined,All ages,2,25559,24.5
2015-2019,Liver,Persons,All stages combined,All ages,2,25559,26.3
2015-2019,Liver,Persons,All stages combined,15-44,3,578,40.6
2015-2019,Liver,Persons,All stages combined,45-54,3,1625,28.9
2015-2019,Liver,Persons,All stages combined,55-64,3,4545,26.1
2015-2019,Liver,Persons,All stages combined,65-74,3,7817,20.6
2015-2019,Liver,Persons,All stages combined,75-99,3,10994,10.4
2015-2019,Liver,Persons,All stages combined,All ages,3,25559,18.2
2015-2019,Liver,Persons,All stages combined,All ages,3,25559,19.5
2015-2019,Liver,Persons,All stages combined,15-44,4,578,37.9
2015-2019,Liver,Persons,All stages combined,45-54,4,1625,25.4
2015-2019,Liver,Persons,All stages combined,55-64,4,4545,21.5
2015-2019,Liver,Persons,All stages combined,65-74,4,7817,16.5
2015-2019,Liver,Persons,All stages combined,75-99,4,10994,7.5
2015-2019,Liver,Persons,All stages combined,All ages,4,25559,14.6
2015-2019,Liver,Persons,All stages combined,All ages,4,25559,15.6
2015-2019,Liver,Persons,All stages combined,15-44,5,578,33.9
2015-2019,Liver,Persons,All stages combined,45-54,5,1625,23.3
2015-2019,Liver,Persons,All stages combined,55-64,5,4545,19
2015-2019,Liver,Persons,All stages combined,65-74,5,7817,13.8
2015-2019,Liver,Persons,All stages combined,75-99,5,10994,5.7
2015-2019,Liver,Persons,All stages combined,All ages,5,25559,12.3
2015-2019,Liver,Persons,All stages combined,All ages,5,25559,13
2015-2019,Liver,Female,All stages combined,15-44,1,66,63.7
2015-2019,Liver,Female,All stages combined,45-54,1,130,45.6
2015-2019,Liver,Female,All stages combined,55-64,1,317,36.6
2015-2019,Liver,Female,All stages combined,65-74,1,506,34.3
2015-2019,Liver,Female,All stages combined,75-99,1,807,21.2
2015-2019,Liver,Female,All stages combined,All ages,1,1826,30.8
2015-2019,Liver,Female,All stages combined,All ages,1,1826,32.7
2015-2019,Liver,Female,All stages combined,15-44,2,66,48.9
2015-2019,Liver,Female,All stages combined,45-54,2,130,33.3
2015-2019,Liver,Female,All stages combined,55-64,2,317,25.7
2015-2019,Liver,Female,All stages combined,65-74,2,506,20.9
2015-2019,Liver,Female,All stages combined,75-99,2,807,12.2
2015-2019,Liver,Female,All stages combined,All ages,2,1826,19.8
2015-2019,Liver,Female,All stages combined,All ages,2,1826,21
2015-2019,Liver,Female,All stages combined,15-44,3,66,42.5
2015-2019,Liver,Female,All stages combined,45-54,3,130,26
2015-2019,Liver,Female,All stages combined,55-64,3,317,20.3
2015-2019,Liver,Female,All stages combined,65-74,3,506,14.1
2015-2019,Liver,Female,All stages combined,75-99,3,807,7.7
2015-2019,Liver,Female,All stages combined,All ages,3,1826,14.2
2015-2019,Liver,Female,All stages combined,All ages,3,1826,15
2015-2019,Liver,Female,All stages combined,45-54,4,130,22.7
2015-2019,Liver,Female,All stages combined,55-64,4,317,16.8
2015-2019,Liver,Female,All stages combined,65-74,4,506,11.7
2015-2019,Liver,Female,All stages combined,All ages,4,1826,11.5
2015-2019,Liver,Female,All stages combined,65-74,5,506,9.7
2015-2019,Liver,Female,All stages combined,All ages,5,1826,9.8
2015-2019,Liver,Female,All stages combined,15-44,1,39,63.2
2015-2019,Liver,Female,All stages combined,45-54,1,101,47.6
2015-2019,Liver,Female,All stages combined,55-64,1,274,45.5
2015-2019,Liver,Female,All stages combined,65-74,1,473,40.5
2015-2019,Liver,Female,All stages combined,75-99,1,898,20.4
2015-2019,Liver,Female,All stages combined,All ages,1,1785,32
2015-2019,Liver,Female,All stages combined,All ages,1,1785,35.9
2015-2019,Liver,Female,All stages combined,15-44,2,39,44.3
2015-2019,Liver,Female,All stages combined,45-54,2,101,35.1
2015-2019,Liver,Female,All stages combined,55-64,2,274,28.8
2015-2019,Liver,Female,All stages combined,65-74,2,473,27.8
2015-2019,Liver,Female,All stages combined,75-99,2,898,11.1
2015-2019,Liver,Female,All stages combined,All ages,2,1785,20.3
2015-2019,Liver,Female,All stages combined,All ages,2,1785,22.8
2015-2019,Liver,Female,All stages combined,55-64,3,274,23.6
2015-2019,Liver,Female,All stages combined,65-74,3,473,19.2
2015-2019,Liver,Female,All stages combined,75-99,3,898,6.4
2015-2019,Liver,Female,All stages combined,All ages,3,1785,14.5
2015-2019,Liver,Female,All stages combined,All ages,3,1785,16.2
2015-2019,Liver,Female,All stages combined,55-64,4,274,18.8
2015-2019,Liver,Female,All stages combined,65-74,4,473,14.3
2015-2019,Liver,Female,All stages combined,75-99,4,898,5.8
2015-2019,Liver,Female,All stages combined,All ages,4,1785,11.4
2015-2019,Liver,Female,All stages combined,55-64,5,274,17.1
2015-2019,Liver,Female,All stages combined,65-74,5,473,13
